datum,wochentag,kw,werktag,feiertag_bw,brueckentag,schulferien_bw,werksferien_automotive,vor_feiertag,handelstermin
2025-07-07,Mo,28,1,,0,,0,0,
2025-07-08,Di,28,1,,0,,0,0,
2025-07-09,Mi,28,1,,0,,0,0,
2025-07-10,Do,28,1,,0,,0,0,
2025-07-11,Fr,28,1,,0,,0,0,
2025-07-12,Sa,28,0,,0,,0,0,
2025-07-13,So,28,0,,0,,0,0,
2025-07-14,Mo,29,1,,0,,0,0,
2025-07-15,Di,29,1,,0,,0,0,
2025-07-16,Mi,29,1,,0,,0,0,
2025-07-17,Do,29,1,,0,,0,0,
2025-07-18,Fr,29,1,,0,,0,0,
2025-07-19,Sa,29,0,,0,,0,0,
2025-07-20,So,29,0,,0,,0,0,
2025-07-21,Mo,30,1,,0,,0,0,
2025-07-22,Di,30,1,,0,,0,0,
2025-07-23,Mi,30,1,,0,,0,0,
2025-07-24,Do,30,1,,0,,0,0,
2025-07-25,Fr,30,1,,0,,0,0,
2025-07-26,Sa,30,0,,0,,0,0,
2025-07-27,So,30,0,,0,,0,0,
2025-07-28,Mo,31,1,,0,,0,0,
2025-07-29,Di,31,1,,0,,0,0,
2025-07-30,Mi,31,1,,0,,0,0,
2025-07-31,Do,31,1,,0,Sommerferien,0,0,
2025-08-01,Fr,31,1,,0,Sommerferien,0,0,
2025-08-02,Sa,31,0,,0,Sommerferien,0,0,
2025-08-03,So,31,0,,0,Sommerferien,0,0,
2025-08-04,Mo,32,1,,0,Sommerferien,1,0,
2025-08-05,Di,32,1,,0,Sommerferien,1,0,
2025-08-06,Mi,32,1,,0,Sommerferien,1,0,
2025-08-07,Do,32,1,,0,Sommerferien,1,0,
2025-08-08,Fr,32,1,,0,Sommerferien,1,0,
2025-08-09,Sa,32,0,,0,Sommerferien,1,0,
2025-08-10,So,32,0,,0,Sommerferien,1,0,
2025-08-11,Mo,33,1,,0,Sommerferien,1,0,
2025-08-12,Di,33,1,,0,Sommerferien,1,0,
2025-08-13,Mi,33,1,,0,Sommerferien,1,0,
2025-08-14,Do,33,1,,0,Sommerferien,1,0,
2025-08-15,Fr,33,1,,0,Sommerferien,1,0,
2025-08-16,Sa,33,0,,0,Sommerferien,1,0,
2025-08-17,So,33,0,,0,Sommerferien,1,0,
2025-08-18,Mo,34,1,,0,Sommerferien,1,0,
2025-08-19,Di,34,1,,0,Sommerferien,1,0,
2025-08-20,Mi,34,1,,0,Sommerferien,1,0,
2025-08-21,Do,34,1,,0,Sommerferien,1,0,
2025-08-22,Fr,34,1,,0,Sommerferien,1,0,
2025-08-23,Sa,34,0,,0,Sommerferien,0,0,
2025-08-24,So,34,0,,0,Sommerferien,0,0,
2025-08-25,Mo,35,1,,0,Sommerferien,0,0,
2025-08-26,Di,35,1,,0,Sommerferien,0,0,
2025-08-27,Mi,35,1,,0,Sommerferien,0,0,
2025-08-28,Do,35,1,,0,Sommerferien,0,0,
2025-08-29,Fr,35,1,,0,Sommerferien,0,0,
2025-08-30,Sa,35,0,,0,Sommerferien,0,0,
2025-08-31,So,35,0,,0,Sommerferien,0,0,
2025-09-01,Mo,36,1,,0,Sommerferien,0,0,
2025-09-02,Di,36,1,,0,Sommerferien,0,0,
2025-09-03,Mi,36,1,,0,Sommerferien,0,0,
2025-09-04,Do,36,1,,0,Sommerferien,0,0,
2025-09-05,Fr,36,1,,0,Sommerferien,0,0,
2025-09-06,Sa,36,0,,0,Sommerferien,0,0,
2025-09-07,So,36,0,,0,Sommerferien,0,0,
2025-09-08,Mo,37,1,,0,Sommerferien,0,0,
2025-09-09,Di,37,1,,0,Sommerferien,0,0,
2025-09-10,Mi,37,1,,0,Sommerferien,0,0,
2025-09-11,Do,37,1,,0,Sommerferien,0,0,
2025-09-12,Fr,37,1,,0,Sommerferien,0,0,
2025-09-13,Sa,37,0,,0,Sommerferien,0,0,
2025-09-14,So,37,0,,0,,0,0,
2025-09-15,Mo,38,1,,0,,0,0,
2025-09-16,Di,38,1,,0,,0,0,
2025-09-17,Mi,38,1,,0,,0,0,
2025-09-18,Do,38,1,,0,,0,0,
2025-09-19,Fr,38,1,,0,,0,0,
2025-09-20,Sa,38,0,,0,,0,0,
2025-09-21,So,38,0,,0,,0,0,
2025-09-22,Mo,39,1,,0,,0,0,
2025-09-23,Di,39,1,,0,,0,0,
2025-09-24,Mi,39,1,,0,,0,0,
2025-09-25,Do,39,1,,0,,0,0,
2025-09-26,Fr,39,1,,0,,0,0,
2025-09-27,Sa,39,0,,0,,0,0,
2025-09-28,So,39,0,,0,,0,0,
2025-09-29,Mo,40,1,,0,,0,0,
2025-09-30,Di,40,1,,0,,0,0,
2025-10-01,Mi,40,1,,0,,0,0,
2025-10-02,Do,40,1,,0,,0,1,
2025-10-03,Fr,40,0,Tag der Deutschen Einheit,0,,0,0,
2025-10-04,Sa,40,0,,0,,0,0,
2025-10-05,So,40,0,,0,,0,0,
2025-10-06,Mo,41,1,,0,,0,0,
2025-10-07,Di,41,1,,0,,0,0,
2025-10-08,Mi,41,1,,0,,0,0,
2025-10-09,Do,41,1,,0,,0,0,
2025-10-10,Fr,41,1,,0,,0,0,
2025-10-11,Sa,41,0,,0,,0,0,
2025-10-12,So,41,0,,0,,0,0,
2025-10-13,Mo,42,1,,0,,0,0,
2025-10-14,Di,42,1,,0,,0,0,
2025-10-15,Mi,42,1,,0,,0,0,
2025-10-16,Do,42,1,,0,,0,0,
2025-10-17,Fr,42,1,,0,,0,0,
2025-10-18,Sa,42,0,,0,,0,0,
2025-10-19,So,42,0,,0,,0,0,
2025-10-20,Mo,43,1,,0,,0,0,
2025-10-21,Di,43,1,,0,,0,0,
2025-10-22,Mi,43,1,,0,,0,0,
2025-10-23,Do,43,1,,0,,0,0,
2025-10-24,Fr,43,1,,0,,0,0,
2025-10-25,Sa,43,0,,0,,0,0,
2025-10-26,So,43,0,,0,,0,0,
2025-10-27,Mo,44,1,,0,Herbstferien,0,0,
2025-10-28,Di,44,1,,0,Herbstferien,0,0,
2025-10-29,Mi,44,1,,0,Herbstferien,0,0,
2025-10-30,Do,44,1,,0,Herbstferien,0,0,
2025-10-31,Fr,44,1,,0,,0,1,
2025-11-01,Sa,44,0,Allerheiligen,0,,0,0,
2025-11-02,So,44,0,,0,,0,0,
2025-11-03,Mo,45,1,,0,,0,0,
2025-11-04,Di,45,1,,0,,0,0,
2025-11-05,Mi,45,1,,0,,0,0,
2025-11-06,Do,45,1,,0,,0,0,
2025-11-07,Fr,45,1,,0,,0,0,
2025-11-08,Sa,45,0,,0,,0,0,
2025-11-09,So,45,0,,0,,0,0,
2025-11-10,Mo,46,1,,0,,0,0,
2025-11-11,Di,46,1,,0,,0,0,
2025-11-12,Mi,46,1,,0,,0,0,
2025-11-13,Do,46,1,,0,,0,0,
2025-11-14,Fr,46,1,,0,,0,0,
2025-11-15,Sa,46,0,,0,,0,0,
2025-11-16,So,46,0,,0,,0,0,
2025-11-17,Mo,47,1,,0,,0,0,
2025-11-18,Di,47,1,,0,,0,0,
2025-11-19,Mi,47,1,,0,,0,0,
2025-11-20,Do,47,1,,0,,0,0,
2025-11-21,Fr,47,1,,0,,0,0,
2025-11-22,Sa,47,0,,0,,0,0,
2025-11-23,So,47,0,,0,,0,0,
2025-11-24,Mo,48,1,,0,,0,0,
2025-11-25,Di,48,1,,0,,0,0,
2025-11-26,Mi,48,1,,0,,0,0,
2025-11-27,Do,48,1,,0,,0,0,
2025-11-28,Fr,48,1,,0,,0,0,Black Friday
2025-11-29,Sa,48,0,,0,,0,0,
2025-11-30,So,48,0,,0,,0,0,
2025-12-01,Mo,49,1,,0,,0,0,Cyber Monday
2025-12-02,Di,49,1,,0,,0,0,
2025-12-03,Mi,49,1,,0,,0,0,
2025-12-04,Do,49,1,,0,,0,0,
2025-12-05,Fr,49,1,,0,,0,0,
2025-12-06,Sa,49,0,,0,,0,0,
2025-12-07,So,49,0,,0,,0,0,
2025-12-08,Mo,50,1,,0,,0,0,
2025-12-09,Di,50,1,,0,,0,0,
2025-12-10,Mi,50,1,,0,,0,0,
2025-12-11,Do,50,1,,0,,0,0,
2025-12-12,Fr,50,1,,0,,0,0,
2025-12-13,Sa,50,0,,0,,0,0,
2025-12-14,So,50,0,,0,,0,0,
2025-12-15,Mo,51,1,,0,,0,0,
2025-12-16,Di,51,1,,0,,0,0,
2025-12-17,Mi,51,1,,0,,0,0,
2025-12-18,Do,51,1,,0,,0,0,
2025-12-19,Fr,51,1,,0,,0,0,
2025-12-20,Sa,51,0,,0,,0,0,
2025-12-21,So,51,0,,0,,0,0,
2025-12-22,Mo,52,1,,0,Weihnachtsferien,1,0,
2025-12-23,Di,52,1,,0,Weihnachtsferien,1,0,
2025-12-24,Mi,52,1,,0,Weihnachtsferien,1,1,
2025-12-25,Do,52,0,1. Weihnachtstag,0,Weihnachtsferien,1,0,
2025-12-26,Fr,52,0,2. Weihnachtstag,0,Weihnachtsferien,1,0,
2025-12-27,Sa,52,0,,0,Weihnachtsferien,1,0,
2025-12-28,So,52,0,,0,Weihnachtsferien,1,0,
2025-12-29,Mo,1,1,,0,Weihnachtsferien,1,0,
2025-12-30,Di,1,1,,0,Weihnachtsferien,1,0,
2025-12-31,Mi,1,1,,0,Weihnachtsferien,1,1,
2026-01-01,Do,1,0,Neujahr,0,Weihnachtsferien,1,0,
2026-01-02,Fr,1,1,,1,Weihnachtsferien,1,0,
2026-01-03,Sa,1,0,,0,Weihnachtsferien,1,0,
2026-01-04,So,1,0,,0,Weihnachtsferien,1,0,
2026-01-05,Mo,2,1,,1,Weihnachtsferien,1,1,
2026-01-06,Di,2,0,Heilige Drei Könige,0,,1,0,
2026-01-07,Mi,2,1,,0,,0,0,
2026-01-08,Do,2,1,,0,,0,0,
2026-01-09,Fr,2,1,,0,,0,0,
2026-01-10,Sa,2,0,,0,,0,0,
2026-01-11,So,2,0,,0,,0,0,
2026-01-12,Mo,3,1,,0,,0,0,
2026-01-13,Di,3,1,,0,,0,0,
2026-01-14,Mi,3,1,,0,,0,0,
2026-01-15,Do,3,1,,0,,0,0,
2026-01-16,Fr,3,1,,0,,0,0,
2026-01-17,Sa,3,0,,0,,0,0,
2026-01-18,So,3,0,,0,,0,0,
2026-01-19,Mo,4,1,,0,,0,0,
2026-01-20,Di,4,1,,0,,0,0,
2026-01-21,Mi,4,1,,0,,0,0,
2026-01-22,Do,4,1,,0,,0,0,
2026-01-23,Fr,4,1,,0,,0,0,
2026-01-24,Sa,4,0,,0,,0,0,
2026-01-25,So,4,0,,0,,0,0,
2026-01-26,Mo,5,1,,0,,0,0,
2026-01-27,Di,5,1,,0,,0,0,
2026-01-28,Mi,5,1,,0,,0,0,
2026-01-29,Do,5,1,,0,,0,0,
2026-01-30,Fr,5,1,,0,,0,0,
2026-01-31,Sa,5,0,,0,,0,0,
2026-02-01,So,5,0,,0,,0,0,
2026-02-02,Mo,6,1,,0,,0,0,
2026-02-03,Di,6,1,,0,,0,0,
2026-02-04,Mi,6,1,,0,,0,0,
2026-02-05,Do,6,1,,0,,0,0,
2026-02-06,Fr,6,1,,0,,0,0,
2026-02-07,Sa,6,0,,0,,0,0,
2026-02-08,So,6,0,,0,,0,0,
2026-02-09,Mo,7,1,,0,,0,0,
2026-02-10,Di,7,1,,0,,0,0,
2026-02-11,Mi,7,1,,0,,0,0,
2026-02-12,Do,7,1,,0,,0,0,
2026-02-13,Fr,7,1,,0,,0,0,
2026-02-14,Sa,7,0,,0,,0,0,
2026-02-15,So,7,0,,0,,0,0,
2026-02-16,Mo,8,1,,0,,0,0,
2026-02-17,Di,8,1,,0,,0,0,
2026-02-18,Mi,8,1,,0,,0,0,
2026-02-19,Do,8,1,,0,,0,0,
2026-02-20,Fr,8,1,,0,,0,0,
2026-02-21,Sa,8,0,,0,,0,0,
2026-02-22,So,8,0,,0,,0,0,
2026-02-23,Mo,9,1,,0,,0,0,
2026-02-24,Di,9,1,,0,,0,0,
2026-02-25,Mi,9,1,,0,,0,0,
2026-02-26,Do,9,1,,0,,0,0,
2026-02-27,Fr,9,1,,0,,0,0,
2026-02-28,Sa,9,0,,0,,0,0,
2026-03-01,So,9,0,,0,,0,0,
2026-03-02,Mo,10,1,,0,,0,0,
2026-03-03,Di,10,1,,0,,0,0,
2026-03-04,Mi,10,1,,0,,0,0,
2026-03-05,Do,10,1,,0,,0,0,
2026-03-06,Fr,10,1,,0,,0,0,
2026-03-07,Sa,10,0,,0,,0,0,
2026-03-08,So,10,0,,0,,0,0,
2026-03-09,Mo,11,1,,0,,0,0,
2026-03-10,Di,11,1,,0,,0,0,
2026-03-11,Mi,11,1,,0,,0,0,
2026-03-12,Do,11,1,,0,,0,0,
2026-03-13,Fr,11,1,,0,,0,0,
2026-03-14,Sa,11,0,,0,,0,0,
2026-03-15,So,11,0,,0,,0,0,
2026-03-16,Mo,12,1,,0,,0,0,
2026-03-17,Di,12,1,,0,,0,0,
2026-03-18,Mi,12,1,,0,,0,0,
2026-03-19,Do,12,1,,0,,0,0,
2026-03-20,Fr,12,1,,0,,0,0,
2026-03-21,Sa,12,0,,0,,0,0,
2026-03-22,So,12,0,,0,,0,0,
2026-03-23,Mo,13,1,,0,,0,0,
2026-03-24,Di,13,1,,0,,0,0,
2026-03-25,Mi,13,1,,0,,0,0,
2026-03-26,Do,13,1,,0,,0,0,
2026-03-27,Fr,13,1,,0,,0,0,
2026-03-28,Sa,13,0,,0,,0,0,
2026-03-29,So,13,0,,0,,0,0,
2026-03-30,Mo,14,1,,0,Osterferien,0,0,
2026-03-31,Di,14,1,,0,Osterferien,0,0,
2026-04-01,Mi,14,1,,0,Osterferien,0,0,
2026-04-02,Do,14,1,,0,Osterferien,0,1,
2026-04-03,Fr,14,0,Karfreitag,0,Osterferien,0,0,
2026-04-04,Sa,14,0,,0,Osterferien,0,0,
2026-04-05,So,14,0,,0,Osterferien,0,0,
2026-04-06,Mo,15,0,Ostermontag,0,Osterferien,0,0,
2026-04-07,Di,15,1,,0,Osterferien,0,0,
2026-04-08,Mi,15,1,,0,Osterferien,0,0,
2026-04-09,Do,15,1,,0,Osterferien,0,0,
2026-04-10,Fr,15,1,,0,Osterferien,0,0,
2026-04-11,Sa,15,0,,0,Osterferien,0,0,
2026-04-12,So,15,0,,0,,0,0,
2026-04-13,Mo,16,1,,0,,0,0,
2026-04-14,Di,16,1,,0,,0,0,
2026-04-15,Mi,16,1,,0,,0,0,
2026-04-16,Do,16,1,,0,,0,0,
2026-04-17,Fr,16,1,,0,,0,0,
2026-04-18,Sa,16,0,,0,,0,0,
2026-04-19,So,16,0,,0,,0,0,
2026-04-20,Mo,17,1,,0,,0,0,
2026-04-21,Di,17,1,,0,,0,0,
2026-04-22,Mi,17,1,,0,,0,0,
2026-04-23,Do,17,1,,0,,0,0,
2026-04-24,Fr,17,1,,0,,0,0,
2026-04-25,Sa,17,0,,0,,0,0,
2026-04-26,So,17,0,,0,,0,0,
2026-04-27,Mo,18,1,,0,,0,0,
2026-04-28,Di,18,1,,0,,0,0,
2026-04-29,Mi,18,1,,0,,0,0,
2026-04-30,Do,18,1,,0,,0,1,
2026-05-01,Fr,18,0,Tag der Arbeit,0,,0,0,
2026-05-02,Sa,18,0,,0,,0,0,
2026-05-03,So,18,0,,0,,0,0,
2026-05-04,Mo,19,1,,0,,0,0,
2026-05-05,Di,19,1,,0,,0,0,
2026-05-06,Mi,19,1,,0,,0,0,
2026-05-07,Do,19,1,,0,,0,0,
2026-05-08,Fr,19,1,,0,,0,0,
2026-05-09,Sa,19,0,,0,,0,0,
2026-05-10,So,19,0,,0,,0,0,
2026-05-11,Mo,20,1,,0,,0,0,
2026-05-12,Di,20,1,,0,,0,0,
2026-05-13,Mi,20,1,,0,,0,1,
2026-05-14,Do,20,0,Christi Himmelfahrt,0,,0,0,
2026-05-15,Fr,20,1,,1,,0,0,
2026-05-16,Sa,20,0,,0,,0,0,
2026-05-17,So,20,0,,0,,0,0,
2026-05-18,Mo,21,1,,0,,0,0,
2026-05-19,Di,21,1,,0,,0,0,
2026-05-20,Mi,21,1,,0,,0,0,
2026-05-21,Do,21,1,,0,,0,0,
2026-05-22,Fr,21,1,,0,,0,1,
2026-05-23,Sa,21,0,,0,,0,0,
2026-05-24,So,21,0,,0,,0,0,
2026-05-25,Mo,22,0,Pfingstmontag,0,,0,0,
2026-05-26,Di,22,1,,0,Pfingstferien,0,0,
2026-05-27,Mi,22,1,,0,Pfingstferien,0,0,
2026-05-28,Do,22,1,,0,Pfingstferien,0,0,
2026-05-29,Fr,22,1,,0,Pfingstferien,0,0,
2026-05-30,Sa,22,0,,0,Pfingstferien,0,0,
2026-05-31,So,22,0,,0,Pfingstferien,0,0,
2026-06-01,Mo,23,1,,0,Pfingstferien,0,0,
2026-06-02,Di,23,1,,0,Pfingstferien,0,0,
2026-06-03,Mi,23,1,,0,Pfingstferien,0,1,
2026-06-04,Do,23,0,Fronleichnam,0,Pfingstferien,0,0,
2026-06-05,Fr,23,1,,1,Pfingstferien,0,0,
2026-06-06,Sa,23,0,,0,,0,0,
2026-06-07,So,23,0,,0,,0,0,
2026-06-08,Mo,24,1,,0,,0,0,
2026-06-09,Di,24,1,,0,,0,0,
2026-06-10,Mi,24,1,,0,,0,0,
2026-06-11,Do,24,1,,0,,0,0,
2026-06-12,Fr,24,1,,0,,0,0,
2026-06-13,Sa,24,0,,0,,0,0,
2026-06-14,So,24,0,,0,,0,0,
2026-06-15,Mo,25,1,,0,,0,0,
2026-06-16,Di,25,1,,0,,0,0,
2026-06-17,Mi,25,1,,0,,0,0,
2026-06-18,Do,25,1,,0,,0,0,
2026-06-19,Fr,25,1,,0,,0,0,
2026-06-20,Sa,25,0,,0,,0,0,
2026-06-21,So,25,0,,0,,0,0,
2026-06-22,Mo,26,1,,0,,0,0,
2026-06-23,Di,26,1,,0,,0,0,
2026-06-24,Mi,26,1,,0,,0,0,
2026-06-25,Do,26,1,,0,,0,0,
2026-06-26,Fr,26,1,,0,,0,0,
2026-06-27,Sa,26,0,,0,,0,0,
2026-06-28,So,26,0,,0,,0,0,
2026-06-29,Mo,27,1,,0,,0,0,
2026-06-30,Di,27,1,,0,,0,0,
2026-07-01,Mi,27,1,,0,,0,0,
2026-07-02,Do,27,1,,0,,0,0,
2026-07-03,Fr,27,1,,0,,0,0,
2026-07-04,Sa,27,0,,0,,0,0,
2026-07-05,So,27,0,,0,,0,0,
2026-07-06,Mo,28,1,,0,,0,0,
2026-07-07,Di,28,1,,0,,0,0,
2026-07-08,Mi,28,1,,0,,0,0,
2026-07-09,Do,28,1,,0,,0,0,
2026-07-10,Fr,28,1,,0,,0,0,
2026-07-11,Sa,28,0,,0,,0,0,
2026-07-12,So,28,0,,0,,0,0,
2026-07-13,Mo,29,1,,0,,0,0,
2026-07-14,Di,29,1,,0,,0,0,
2026-07-15,Mi,29,1,,0,,0,0,
2026-07-16,Do,29,1,,0,,0,0,
2026-07-17,Fr,29,1,,0,,0,0,
2026-07-18,Sa,29,0,,0,,0,0,
2026-07-19,So,29,0,,0,,0,0,
2026-07-20,Mo,30,1,,0,,0,0,
2026-07-21,Di,30,1,,0,,0,0,
2026-07-22,Mi,30,1,,0,,0,0,
2026-07-23,Do,30,1,,0,,0,0,
2026-07-24,Fr,30,1,,0,,0,0,
2026-07-25,Sa,30,0,,0,,0,0,
2026-07-26,So,30,0,,0,,0,0,
2026-07-27,Mo,31,1,,0,,0,0,
2026-07-28,Di,31,1,,0,,0,0,
2026-07-29,Mi,31,1,,0,,0,0,
2026-07-30,Do,31,1,,0,Sommerferien,0,0,
2026-07-31,Fr,31,1,,0,Sommerferien,0,0,
2026-08-01,Sa,31,0,,0,Sommerferien,0,0,
2026-08-02,So,31,0,,0,Sommerferien,0,0,
2026-08-03,Mo,32,1,,0,Sommerferien,1,0,
2026-08-04,Di,32,1,,0,Sommerferien,1,0,
2026-08-05,Mi,32,1,,0,Sommerferien,1,0,
2026-08-06,Do,32,1,,0,Sommerferien,1,0,
2026-08-07,Fr,32,1,,0,Sommerferien,1,0,
2026-08-08,Sa,32,0,,0,Sommerferien,1,0,
2026-08-09,So,32,0,,0,Sommerferien,1,0,
2026-08-10,Mo,33,1,,0,Sommerferien,1,0,
2026-08-11,Di,33,1,,0,Sommerferien,1,0,
2026-08-12,Mi,33,1,,0,Sommerferien,1,0,
2026-08-13,Do,33,1,,0,Sommerferien,1,0,
2026-08-14,Fr,33,1,,0,Sommerferien,1,0,
2026-08-15,Sa,33,0,,0,Sommerferien,1,0,
2026-08-16,So,33,0,,0,Sommerferien,1,0,
2026-08-17,Mo,34,1,,0,Sommerferien,1,0,
2026-08-18,Di,34,1,,0,Sommerferien,1,0,
2026-08-19,Mi,34,1,,0,Sommerferien,1,0,
2026-08-20,Do,34,1,,0,Sommerferien,1,0,
2026-08-21,Fr,34,1,,0,Sommerferien,1,0,
2026-08-22,Sa,34,0,,0,Sommerferien,0,0,
2026-08-23,So,34,0,,0,Sommerferien,0,0,
2026-08-24,Mo,35,1,,0,Sommerferien,0,0,
2026-08-25,Di,35,1,,0,Sommerferien,0,0,
2026-08-26,Mi,35,1,,0,Sommerferien,0,0,
2026-08-27,Do,35,1,,0,Sommerferien,0,0,
2026-08-28,Fr,35,1,,0,Sommerferien,0,0,
2026-08-29,Sa,35,0,,0,Sommerferien,0,0,
2026-08-30,So,35,0,,0,Sommerferien,0,0,
2026-08-31,Mo,36,1,,0,Sommerferien,0,0,
2026-09-01,Di,36,1,,0,Sommerferien,0,0,
2026-09-02,Mi,36,1,,0,Sommerferien,0,0,
2026-09-03,Do,36,1,,0,Sommerferien,0,0,
2026-09-04,Fr,36,1,,0,Sommerferien,0,0,
2026-09-05,Sa,36,0,,0,Sommerferien,0,0,
2026-09-06,So,36,0,,0,Sommerferien,0,0,
2026-09-07,Mo,37,1,,0,Sommerferien,0,0,
2026-09-08,Di,37,1,,0,Sommerferien,0,0,
2026-09-09,Mi,37,1,,0,Sommerferien,0,0,
2026-09-10,Do,37,1,,0,Sommerferien,0,0,
2026-09-11,Fr,37,1,,0,Sommerferien,0,0,
2026-09-12,Sa,37,0,,0,Sommerferien,0,0,
2026-09-13,So,37,0,,0,,0,0,
2026-09-14,Mo,38,1,,0,,0,0,
2026-09-15,Di,38,1,,0,,0,0,
2026-09-16,Mi,38,1,,0,,0,0,
2026-09-17,Do,38,1,,0,,0,0,
2026-09-18,Fr,38,1,,0,,0,0,
2026-09-19,Sa,38,0,,0,,0,0,
2026-09-20,So,38,0,,0,,0,0,
2026-09-21,Mo,39,1,,0,,0,0,
2026-09-22,Di,39,1,,0,,0,0,
2026-09-23,Mi,39,1,,0,,0,0,
2026-09-24,Do,39,1,,0,,0,0,
2026-09-25,Fr,39,1,,0,,0,0,
2026-09-26,Sa,39,0,,0,,0,0,
2026-09-27,So,39,0,,0,,0,0,
2026-09-28,Mo,40,1,,0,,0,0,
2026-09-29,Di,40,1,,0,,0,0,
2026-09-30,Mi,40,1,,0,,0,0,
2026-10-01,Do,40,1,,0,,0,0,
2026-10-02,Fr,40,1,,0,,0,1,
2026-10-03,Sa,40,0,Tag der Deutschen Einheit,0,,0,0,
2026-10-04,So,40,0,,0,,0,0,
2026-10-05,Mo,41,1,,0,,0,0,
2026-10-06,Di,41,1,,0,,0,0,
2026-10-07,Mi,41,1,,0,,0,0,
2026-10-08,Do,41,1,,0,,0,0,
2026-10-09,Fr,41,1,,0,,0,0,
2026-10-10,Sa,41,0,,0,,0,0,
2026-10-11,So,41,0,,0,,0,0,
2026-10-12,Mo,42,1,,0,,0,0,
2026-10-13,Di,42,1,,0,,0,0,
2026-10-14,Mi,42,1,,0,,0,0,
2026-10-15,Do,42,1,,0,,0,0,
2026-10-16,Fr,42,1,,0,,0,0,
2026-10-17,Sa,42,0,,0,,0,0,
2026-10-18,So,42,0,,0,,0,0,
2026-10-19,Mo,43,1,,0,,0,0,
2026-10-20,Di,43,1,,0,,0,0,
2026-10-21,Mi,43,1,,0,,0,0,
2026-10-22,Do,43,1,,0,,0,0,
2026-10-23,Fr,43,1,,0,,0,0,
2026-10-24,Sa,43,0,,0,,0,0,
2026-10-25,So,43,0,,0,,0,0,
2026-10-26,Mo,44,1,,0,Herbstferien,0,0,
2026-10-27,Di,44,1,,0,Herbstferien,0,0,
2026-10-28,Mi,44,1,,0,Herbstferien,0,0,
2026-10-29,Do,44,1,,0,Herbstferien,0,0,
2026-10-30,Fr,44,1,,0,Herbstferien,0,0,
2026-10-31,Sa,44,0,,0,,0,0,
2026-11-01,So,44,0,Allerheiligen,0,,0,0,
2026-11-02,Mo,45,1,,0,,0,0,
2026-11-03,Di,45,1,,0,,0,0,
2026-11-04,Mi,45,1,,0,,0,0,
2026-11-05,Do,45,1,,0,,0,0,
2026-11-06,Fr,45,1,,0,,0,0,
2026-11-07,Sa,45,0,,0,,0,0,
2026-11-08,So,45,0,,0,,0,0,
2026-11-09,Mo,46,1,,0,,0,0,
2026-11-10,Di,46,1,,0,,0,0,
2026-11-11,Mi,46,1,,0,,0,0,
2026-11-12,Do,46,1,,0,,0,0,
2026-11-13,Fr,46,1,,0,,0,0,
2026-11-14,Sa,46,0,,0,,0,0,
2026-11-15,So,46,0,,0,,0,0,
