datum,relation,trailer_geplant,trailer_benoetigt,trailer_linie_gefahren,sonderfahrten,trailer_ueberzaehlig,lademeter_aufkommen,lademeter_verschoben_auf_folgetag,auslastung_pct
2024-08-26,R07,3,3,3,0,0,22.7,0.0,55.6
2024-08-27,R07,3,4,3,1,0,49.4,0.0,90.8
2024-08-28,R07,1,3,1,1,0,29.3,4.3,100.0
2024-08-29,R07,4,5,4,0,0,50.6,4.8,100.0
2024-08-30,R07,2,3,2,1,0,28.7,0.0,82.2
2024-09-02,R07,3,3,3,0,0,32.3,0.0,79.2
2024-09-03,R07,3,4,3,1,0,46.7,0.0,85.8
2024-09-04,R07,2,2,2,0,0,24.2,0.0,89.0
2024-09-05,R07,3,5,3,1,0,54.7,4.7,100.0
2024-09-06,R07,3,3,3,0,0,22.1,0.0,65.6
2024-09-09,R07,3,4,3,0,0,39.4,1.9,96.6
2024-09-10,R07,4,6,4,0,0,61.8,13.6,100.0
2024-09-11,R07,2,4,2,1,0,31.0,7.1,100.0
2024-09-12,R07,5,6,5,1,0,61.5,0.0,84.0
2024-09-13,R07,2,3,2,0,0,29.2,4.2,100.0
2024-09-16,R07,4,3,4,0,1,32.8,0.0,60.3
2024-09-17,R07,5,4,5,0,1,42.5,0.0,62.5
2024-09-18,R07,3,2,3,0,1,24.2,0.0,59.3
2024-09-19,R07,6,6,6,0,0,73.7,0.0,90.3
2024-09-20,R07,3,3,3,0,0,29.9,0.0,73.3
2024-09-23,R07,4,3,4,0,1,31.9,0.0,58.6
2024-09-24,R07,4,4,4,0,0,48.1,0.0,88.4
2024-09-25,R07,2,2,2,0,0,16.7,0.0,61.4
2024-09-26,R07,6,5,6,0,1,50.1,0.0,61.4
2024-09-27,R07,2,3,2,0,0,26.9,1.9,98.9
2024-09-30,R07,4,3,4,0,1,24.5,0.0,45.0
2024-10-01,R07,4,6,4,1,0,65.5,2.9,96.3
2024-10-02,R07,2,3,2,1,0,29.2,0.0,78.8
2024-10-04,R07,3,1,3,0,2,11.8,0.0,28.9
2024-10-07,R07,3,3,3,0,0,28.8,0.0,70.6
2024-10-08,R07,5,5,5,0,0,53.0,0.0,77.9
2024-10-09,R07,3,2,3,0,1,22.7,0.0,55.6
2024-10-10,R07,5,4,5,0,1,50.0,0.0,73.5
2024-10-11,R07,1,2,1,1,0,18.4,0.0,67.6
2024-10-14,R07,4,3,4,0,1,27.5,0.0,50.6
2024-10-15,R07,5,6,5,0,0,62.8,0.2,92.4
2024-10-16,R07,3,3,3,0,0,26.0,0.0,64.3
2024-10-17,R07,4,4,4,0,0,48.7,0.0,89.5
2024-10-18,R07,1,2,1,0,0,19.8,7.3,100.0
2024-10-21,R07,3,3,3,0,0,29.5,0.0,72.3
2024-10-22,R07,6,5,6,0,1,55.9,0.0,68.5
2024-10-23,R07,3,2,3,0,1,14.2,0.0,34.8
2024-10-24,R07,4,4,4,0,0,48.1,0.0,88.4
2024-10-25,R07,2,2,2,0,0,20.2,0.0,74.3
2024-10-28,R07,4,3,4,0,1,31.7,0.0,58.3
2024-10-29,R07,6,5,6,0,1,59.5,0.0,72.9
2024-10-30,R07,3,3,3,0,0,28.9,0.0,70.8
2024-10-31,R07,3,5,3,0,0,60.9,23.4,100.0
2024-11-04,R07,4,5,4,1,0,35.0,0.0,51.5
2024-11-05,R07,5,6,5,0,0,62.9,0.3,92.5
2024-11-06,R07,3,2,3,0,1,24.0,0.0,59.7
2024-11-07,R07,4,5,4,0,0,50.7,0.7,93.2
2024-11-08,R07,2,2,2,0,0,19.0,0.0,72.3
2024-11-11,R07,5,3,5,0,2,27.6,0.0,40.6
2024-11-12,R07,5,6,5,0,0,65.3,2.7,96.0
2024-11-13,R07,2,3,2,1,0,33.0,0.0,87.6
2024-11-14,R07,5,3,5,0,2,29.3,0.0,43.1
2024-11-15,R07,2,3,2,0,0,35.0,10.0,100.0
2024-11-18,R07,4,3,4,0,1,19.7,0.0,36.2
2024-11-19,R07,5,5,5,0,0,55.4,0.0,81.5
2024-11-20,R07,3,2,3,0,1,19.7,0.0,48.3
2024-11-21,R07,3,4,3,0,0,41.6,4.1,100.0
2024-11-22,R07,2,2,2,0,0,19.0,0.0,84.8
2024-11-25,R07,3,2,3,0,1,24.2,0.0,59.3
2024-11-26,R07,6,5,6,0,1,50.6,0.0,62.0
2024-11-27,R07,2,2,2,0,0,19.4,0.0,71.3
2024-11-28,R07,4,4,4,0,0,45.9,0.0,84.4
2024-11-29,R07,2,2,2,0,0,19.3,0.0,71.0
2024-12-02,R07,3,4,3,0,0,39.9,2.4,97.8
2024-12-03,R07,5,4,5,0,1,37.6,0.0,58.8
2024-12-04,R07,2,3,2,0,0,27.1,2.1,99.6
2024-12-05,R07,4,5,4,0,0,51.1,3.1,97.8
2024-12-06,R07,2,3,2,1,0,27.1,0.0,74.1
2024-12-09,R07,4,3,4,0,1,25.6,0.0,47.1
2024-12-10,R07,5,4,5,0,1,43.7,0.0,64.3
2024-12-11,R07,2,2,2,0,0,23.9,0.0,87.9
2024-12-12,R07,5,5,5,0,0,53.2,0.0,78.2
2024-12-13,R07,3,2,3,0,1,14.5,0.0,35.5
2024-12-16,R07,4,2,4,0,2,22.3,0.0,41.0
2024-12-17,R07,5,5,5,0,0,57.8,0.0,85.0
2024-12-18,R07,3,3,3,0,0,28.2,0.0,69.1
2024-12-19,R07,5,4,5,0,1,40.6,0.0,59.7
2024-12-20,R07,2,2,2,0,0,16.4,0.0,60.3
2024-12-23,R07,3,2,3,0,1,20.6,0.0,50.5
2024-12-24,R07,4,4,4,0,0,38.5,0.0,70.8
2024-12-27,R07,2,1,2,0,1,4.4,0.0,16.2
2024-12-30,R07,2,1,2,0,1,8.8,0.0,32.4
2024-12-31,R07,3,2,3,0,1,20.7,0.0,50.7
2025-01-02,R07,4,2,4,0,2,23.7,0.0,43.6
2025-01-03,R07,1,1,1,0,0,10.9,0.0,80.1
2025-01-07,R07,3,4,3,0,0,49.5,12.0,100.0
2025-01-08,R07,3,3,3,0,0,16.3,0.0,69.3
2025-01-09,R07,4,5,4,1,0,60.2,0.0,88.5
2025-01-10,R07,1,2,1,1,0,24.2,0.0,89.0
2025-01-13,R07,3,3,3,0,0,30.8,0.0,75.5
2025-01-14,R07,4,5,4,0,0,54.6,4.6,100.0
2025-01-15,R07,2,3,2,0,0,22.5,2.0,99.5
2025-01-16,R07,4,5,4,0,0,54.5,6.5,100.0
2025-01-17,R07,2,3,2,1,0,24.9,0.0,76.9
2025-01-20,R07,3,3,3,0,0,30.7,0.0,75.2
2025-01-21,R07,5,4,5,0,1,40.5,0.0,59.6
2025-01-22,R07,2,2,2,0,0,21.6,0.0,79.4
2025-01-23,R07,5,6,5,0,0,66.4,3.8,97.6
2025-01-24,R07,3,3,3,0,0,27.0,0.0,75.6
2025-01-27,R07,3,3,3,0,0,33.8,0.0,82.8
2025-01-28,R07,5,5,5,0,0,56.0,0.0,82.4
2025-01-29,R07,2,3,2,1,0,30.9,0.0,75.7
2025-01-30,R07,5,4,5,0,1,47.2,0.0,69.4
2025-01-31,R07,3,2,3,0,1,19.3,0.0,47.3
2025-02-03,R07,4,2,4,0,2,23.8,0.0,43.8
2025-02-04,R07,5,4,5,0,1,43.7,0.0,64.3
2025-02-05,R07,3,2,3,0,1,20.4,0.0,50.0
2025-02-06,R07,5,5,5,0,0,56.2,0.0,82.6
2025-02-07,R07,2,3,2,1,0,30.7,0.0,75.2
2025-02-10,R07,3,3,3,0,0,31.2,0.0,76.5
2025-02-11,R07,5,6,5,0,0,65.1,2.5,95.7
2025-02-12,R07,3,3,3,0,0,31.3,0.0,82.9
2025-02-13,R07,5,5,5,0,0,52.3,0.0,76.9
2025-02-14,R07,2,2,2,0,0,21.4,0.0,78.7
2025-02-17,R07,3,3,3,0,0,27.9,0.0,68.4
2025-02-18,R07,5,7,5,0,0,78.6,16.0,100.0
2025-02-19,R07,3,4,3,0,0,21.7,0.2,92.5
2025-02-20,R07,4,5,4,1,0,56.3,0.0,83.1
2025-02-21,R07,2,2,2,0,0,23.0,0.0,84.6
2025-02-24,R07,3,3,3,0,0,31.1,0.0,76.2
2025-02-25,R07,6,6,6,0,0,63.9,0.0,78.3
2025-02-26,R07,4,3,4,0,1,27.0,0.0,49.6
2025-02-27,R07,5,4,5,0,1,37.6,0.0,55.3
2025-02-28,R07,2,2,2,0,0,20.1,0.0,73.9
2025-03-03,R07,3,3,3,0,0,29.2,0.0,71.6
2025-03-04,R07,6,5,6,0,1,57.1,0.0,70.0
2025-03-05,R07,4,3,4,0,1,28.1,0.0,51.7
2025-03-06,R07,5,5,5,0,0,55.9,0.0,82.2
2025-03-07,R07,2,2,2,0,0,20.3,0.0,74.6
2025-03-10,R07,3,3,3,0,0,28.9,0.0,70.8
2025-03-11,R07,5,5,5,0,0,51.0,0.0,75.0
2025-03-12,R07,3,2,3,0,1,17.2,0.0,42.2
2025-03-13,R07,5,6,5,0,0,62.6,0.0,92.1
2025-03-14,R07,2,2,2,0,0,22.3,0.0,82.1
2025-03-17,R07,4,3,4,0,1,32.4,0.0,59.6
2025-03-18,R07,5,4,5,0,1,47.8,0.0,70.3
2025-03-19,R07,3,2,3,0,1,22.2,0.0,54.4
2025-03-20,R07,5,3,5,0,2,37.5,0.0,55.1
2025-03-21,R07,2,2,2,0,0,22.3,0.0,82.0
2025-03-24,R07,3,2,3,0,1,20.4,0.0,50.0
2025-03-25,R07,4,4,4,0,0,42.3,0.0,77.8
2025-03-26,R07,2,2,2,0,0,24.9,0.0,91.5
2025-03-27,R07,5,5,5,0,0,58.3,0.0,85.7
2025-03-28,R07,3,2,3,0,1,21.2,0.0,52.0
2025-03-31,R07,2,3,2,0,0,29.9,4.9,100.0
2025-04-01,R07,5,5,5,0,0,53.9,0.0,86.4
2025-04-02,R07,3,2,3,0,1,23.6,0.0,57.8
2025-04-03,R07,4,6,4,0,0,73.9,23.9,100.0
2025-04-04,R07,2,4,2,1,0,13.8,0.1,92.3
2025-04-07,R07,3,4,3,0,0,40.3,2.9,98.8
2025-04-08,R07,6,5,6,0,1,57.0,0.0,73.4
2025-04-09,R07,3,2,3,0,1,23.8,0.0,58.3
2025-04-10,R07,6,4,6,0,2,43.9,0.0,53.8
2025-04-11,R07,3,2,3,0,1,23.6,0.0,57.8
2025-04-14,R07,3,3,3,0,0,30.2,0.0,74.0
2025-04-15,R07,5,6,5,0,0,73.9,11.3,100.0
2025-04-16,R07,2,4,2,1,0,26.5,0.3,92.7
2025-04-17,R07,4,5,4,1,0,62.0,0.0,91.6
2025-04-22,R07,5,5,5,0,0,55.3,0.0,81.3
2025-04-23,R07,3,3,3,0,0,29.8,0.0,73.0
2025-04-24,R07,5,5,5,0,0,56.4,0.0,82.9
2025-04-25,R07,1,2,1,0,0,20.7,8.2,100.0
2025-04-28,R07,3,4,3,0,0,31.4,2.1,77.0
2025-04-29,R07,6,4,6,0,2,46.7,0.0,59.7
2025-04-30,R07,3,3,3,0,0,27.0,0.0,66.2
2025-05-02,R07,3,2,3,0,1,14.6,0.0,35.8
2025-05-05,R07,5,3,5,0,2,28.1,0.0,41.3
2025-05-06,R07,5,5,5,0,0,53.3,0.0,78.4
2025-05-07,R07,4,2,4,0,2,24.3,0.0,44.7
2025-05-08,R07,5,5,5,0,0,51.1,0.0,75.1
2025-05-09,R07,2,2,2,0,0,23.2,0.0,85.3
2025-05-12,R07,3,3,3,0,0,32.6,0.0,79.9
2025-05-13,R07,5,6,5,0,0,63.2,0.6,92.9
2025-05-14,R07,2,2,2,0,0,23.6,0.0,89.1
2025-05-15,R07,4,5,4,0,0,52.3,2.3,96.1
2025-05-16,R07,2,2,2,0,0,18.4,0.0,75.9
2025-05-19,R07,3,2,3,0,1,22.5,0.0,55.1
2025-05-20,R07,5,3,5,0,2,37.4,0.0,55.0
2025-05-21,R07,2,3,2,0,0,29.2,4.2,100.0
2025-05-22,R07,5,5,5,0,0,48.4,0.0,77.3
2025-05-23,R07,1,2,1,1,0,23.9,0.0,87.9
2025-05-26,R07,3,3,3,0,0,27.6,0.0,67.6
2025-05-27,R07,5,5,5,0,0,53.5,0.0,78.7
2025-05-28,R07,3,3,3,0,0,31.6,0.0,77.5
2025-05-30,R07,2,2,2,0,0,17.8,0.0,65.4
2025-06-02,R07,3,2,3,0,1,17.9,0.0,43.9
2025-06-03,R07,4,6,4,2,0,72.9,0.0,89.3
2025-06-04,R07,3,3,3,0,0,25.6,0.0,62.7
2025-06-05,R07,4,5,4,0,0,55.5,5.5,100.0
2025-06-06,R07,1,3,1,0,0,26.0,18.9,100.0
2025-06-10,R07,5,7,5,2,0,63.7,0.0,66.9
2025-06-11,R07,3,3,3,0,0,33.8,0.0,82.8
2025-06-12,R07,5,5,5,0,0,52.7,0.0,77.5
2025-06-13,R07,3,2,3,0,1,20.8,0.0,51.0
2025-06-16,R07,3,4,3,0,0,38.4,0.9,94.1
2025-06-17,R07,6,6,6,0,0,68.2,0.0,84.6
2025-06-18,R07,3,3,3,0,0,27.1,0.0,66.4
2025-06-20,R07,2,2,2,0,0,22.1,0.0,81.3
2025-06-23,R07,3,3,3,0,0,33.3,0.0,81.6
2025-06-24,R07,6,4,6,0,2,39.3,0.0,48.2
2025-06-25,R07,3,3,3,0,0,31.2,0.0,76.5
2025-06-26,R07,5,6,5,0,0,65.2,2.6,95.9
2025-06-27,R07,2,3,2,0,0,22.9,0.5,93.9
2025-06-30,R07,4,2,4,0,2,19.3,0.0,35.5
2025-07-01,R07,5,5,5,0,0,52.2,0.0,76.8
2025-07-02,R07,3,2,3,0,1,24.6,0.0,60.3
2025-07-03,R07,5,6,5,0,0,66.1,3.5,97.2
2025-07-04,R07,2,2,2,0,0,21.0,0.0,90.2
2025-07-07,R07,3,3,3,0,0,29.1,0.0,71.3
2025-07-08,R07,5,6,5,0,0,71.0,8.4,100.0
2025-07-09,R07,2,3,2,0,0,21.3,4.7,100.0
2025-07-10,R07,6,5,6,0,1,54.8,0.0,72.9
2025-07-11,R07,2,2,2,0,0,21.2,0.0,77.9
2025-07-14,R07,2,2,2,0,0,21.6,0.0,79.4
2025-07-15,R07,5,4,5,0,1,43.3,0.0,63.7
2025-07-16,R07,3,2,3,0,1,24.1,0.0,59.1
2025-07-17,R07,6,6,6,0,0,63.9,0.0,78.3
2025-07-18,R07,2,2,2,0,0,22.4,0.0,82.4
2025-07-21,R07,2,3,2,0,0,26.6,1.6,97.8
2025-07-22,R07,5,4,5,0,1,47.8,0.0,72.6
2025-07-23,R07,2,2,2,0,0,18.4,0.0,67.6
2025-07-24,R07,5,4,5,0,1,45.0,0.0,66.2
2025-07-25,R07,2,2,2,0,0,19.5,0.0,71.7
2025-07-28,R07,3,3,3,0,0,26.6,0.0,65.2
2025-07-29,R07,4,4,4,0,0,48.0,0.0,88.2
2025-07-30,R07,2,3,2,1,0,30.8,0.0,75.5
2025-07-31,R07,4,4,4,0,0,42.0,0.0,77.2
2025-08-01,R07,1,2,1,0,0,14.9,2.4,100.0
2025-08-04,R07,3,2,3,0,1,19.8,0.0,48.5
2025-08-05,R07,4,4,4,0,0,44.4,0.0,81.6
2025-08-06,R07,3,1,3,0,2,11.2,0.0,27.5
2025-08-07,R07,3,2,3,0,1,15.9,0.0,39.0
2025-08-08,R07,2,2,2,0,0,14.2,0.0,52.2
2025-08-11,R07,2,1,2,0,1,12.1,0.0,44.5
2025-08-12,R07,4,2,4,0,2,24.7,0.0,45.4
2025-08-13,R07,1,1,1,0,0,10.4,0.0,76.5
2025-08-14,R07,2,3,2,0,0,25.5,0.5,93.8
2025-08-15,R07,2,1,2,0,1,9.7,0.0,37.4
2025-08-18,R07,2,3,2,0,0,28.4,3.4,100.0
2025-08-19,R07,2,3,2,0,0,22.5,0.9,95.1
2025-08-20,R07,1,1,1,0,0,10.5,0.0,83.5
2025-08-21,R07,3,3,3,0,0,30.9,0.0,75.7
2025-08-22,R07,2,1,2,0,1,11.7,0.0,43.0
2025-08-25,R07,3,2,3,0,1,20.1,0.0,49.3
2025-08-26,R07,3,4,3,1,0,49.5,0.0,91.0
2025-08-27,R07,2,3,2,1,0,32.8,0.0,80.4
2025-08-28,R07,3,4,3,0,0,39.9,2.4,97.8
2025-08-29,R07,1,2,1,1,0,15.7,0.0,66.4
2025-09-01,R07,3,2,3,0,1,23.3,0.0,57.1
2025-09-02,R07,3,4,3,0,0,42.2,4.7,100.0
2025-09-03,R07,2,3,2,1,0,27.2,0.0,78.1
2025-09-04,R07,3,3,3,0,0,30.8,0.0,75.5
2025-09-05,R07,1,2,1,0,0,14.9,2.4,100.0
2025-09-08,R07,3,3,3,0,0,27.5,0.0,67.4
2025-09-09,R07,4,3,4,0,1,37.5,0.0,68.9
2025-09-10,R07,3,2,3,0,1,19.8,0.0,48.5
2025-09-11,R07,4,5,4,0,0,56.7,6.7,100.0
2025-09-12,R07,2,3,2,0,0,19.4,1.0,95.8
2025-09-15,R07,3,3,3,0,0,30.8,0.0,75.5
2025-09-16,R07,4,6,4,1,0,67.4,4.8,99.1
2025-09-17,R07,2,3,2,1,0,26.2,0.0,76.1
2025-09-18,R07,5,5,5,0,0,50.8,0.0,74.7
2025-09-19,R07,3,2,3,0,1,22.4,0.0,54.9
2025-09-22,R07,3,3,3,0,0,26.0,0.0,63.7
2025-09-23,R07,5,5,5,0,0,54.4,0.0,80.0
2025-09-24,R07,3,2,3,0,1,21.5,0.0,52.7
2025-09-25,R07,5,4,5,0,1,48.9,0.0,71.9
2025-09-26,R07,2,3,2,0,0,25.8,0.8,94.9
2025-09-29,R07,3,3,3,0,0,27.0,0.0,66.2
2025-09-30,R07,5,5,5,0,0,58.2,0.0,85.6
2025-10-01,R07,3,3,3,0,0,26.0,0.0,63.7
2025-10-02,R07,4,7,4,0,0,78.9,28.9,100.0
2025-10-06,R07,3,5,3,2,0,29.2,0.0,42.9
2025-10-07,R07,5,5,5,0,0,56.5,0.0,83.1
2025-10-08,R07,3,3,3,0,0,29.8,0.0,73.0
2025-10-09,R07,5,6,5,1,0,72.0,0.0,88.2
2025-10-10,R07,2,3,2,0,0,26.8,1.8,98.5
2025-10-13,R07,4,3,4,0,1,26.7,0.0,49.1
2025-10-14,R07,5,5,5,0,0,57.0,0.0,83.8
2025-10-15,R07,3,2,3,0,1,20.3,0.0,49.8
2025-10-16,R07,6,5,6,0,1,55.5,0.0,68.0
2025-10-17,R07,2,2,2,0,0,21.0,0.0,77.2
2025-10-20,R07,4,3,4,0,1,29.6,0.0,54.4
2025-10-21,R07,5,4,5,0,1,48.0,0.0,70.6
2025-10-22,R07,3,3,3,0,0,32.5,0.0,79.7
2025-10-23,R07,4,6,4,2,0,70.3,0.0,86.2
2025-10-24,R07,3,2,3,0,1,17.1,0.0,41.9
2025-10-27,R07,3,2,3,0,1,25.0,0.0,61.3
2025-10-28,R07,4,4,4,0,0,49.4,0.0,90.8
2025-10-29,R07,3,3,3,0,0,30.1,0.0,73.8
2025-10-30,R07,5,5,5,0,0,54.7,0.0,80.4
2025-10-31,R07,1,3,1,1,0,25.9,0.9,95.2
2025-11-03,R07,3,3,3,0,0,29.0,0.0,71.1
2025-11-04,R07,5,5,5,0,0,52.6,0.0,77.4
2025-11-05,R07,2,2,2,0,0,21.8,0.0,80.1
2025-11-06,R07,5,4,5,0,1,48.4,0.0,71.2
2025-11-07,R07,2,2,2,0,0,20.8,0.0,76.5
2025-11-10,R07,3,4,3,0,0,41.2,3.7,100.0
2025-11-11,R07,5,6,5,0,0,59.1,0.2,92.3
2025-11-12,R07,3,2,3,0,1,21.2,0.0,52.5
2025-11-13,R07,4,5,4,0,0,55.0,5.0,100.0
2025-11-14,R07,3,3,3,0,0,20.9,0.0,63.4
2025-11-17,R07,4,3,4,0,1,29.8,0.0,54.8
2025-11-18,R07,6,6,6,0,0,72.4,0.0,88.7
2025-11-19,R07,2,3,2,0,0,29.8,4.8,100.0
2025-11-20,R07,5,6,5,0,0,62.0,4.2,98.2
2025-11-21,R07,2,2,2,0,0,20.3,0.0,90.1
2025-11-24,R07,4,2,4,0,2,24.8,0.0,45.6
2025-11-25,R07,6,5,6,0,1,52.1,0.0,63.8
2025-11-26,R07,2,3,2,0,0,27.0,2.0,99.3
2025-11-27,R07,5,6,5,0,0,63.9,3.3,96.9
2025-11-28,R07,2,2,2,0,0,19.4,0.0,83.5
2025-12-01,R07,3,3,3,0,0,25.9,0.0,63.5
2025-12-02,R07,5,5,5,0,0,50.5,0.0,74.3
2025-12-03,R07,3,3,3,0,0,29.6,0.0,72.5
2025-12-04,R07,5,5,5,0,0,58.8,0.0,86.5
2025-12-05,R07,1,3,1,0,0,25.2,12.7,100.0
2025-12-08,R07,2,4,2,1,0,25.4,0.6,62.3
2025-12-09,R07,6,5,6,0,1,61.1,0.0,75.6
2025-12-10,R07,2,2,2,0,0,14.1,0.0,51.8
2025-12-11,R07,5,5,5,0,0,60.7,0.0,89.3
2025-12-12,R07,2,2,2,0,0,18.3,0.0,67.3
2025-12-15,R07,3,3,3,0,0,26.1,0.0,64.0
2025-12-16,R07,5,6,5,0,0,64.6,2.0,95.0
2025-12-17,R07,2,2,2,0,0,20.6,0.0,83.2
2025-12-18,R07,5,4,5,0,1,46.6,0.0,68.5
2025-12-19,R07,1,2,1,0,0,20.3,7.8,100.0
2025-12-22,R07,3,2,3,0,1,16.8,0.0,41.2
2025-12-23,R07,4,2,4,0,2,21.1,0.0,38.8
2025-12-24,R07,1,1,1,0,0,11.0,0.0,80.9
2025-12-29,R07,2,1,2,0,1,12.3,0.0,45.2
2025-12-30,R07,2,2,2,0,0,14.5,0.0,53.3
2025-12-31,R07,1,2,1,0,0,14.7,2.2,100.0
2026-01-02,R07,1,1,1,0,0,8.7,0.0,64.0
2026-01-05,R07,1,2,1,0,0,16.9,4.4,100.0
2026-01-07,R07,1,2,1,1,0,14.4,0.0,52.9
2026-01-08,R07,5,5,5,0,0,55.1,0.0,81.0
2026-01-09,R07,1,2,1,0,0,19.2,6.7,100.0
2026-01-12,R07,3,3,3,0,0,19.6,0.0,48.0
2026-01-13,R07,4,3,4,0,1,32.6,0.0,59.9
2026-01-14,R07,3,3,3,0,0,29.1,0.0,71.3
2026-01-15,R07,5,3,5,0,2,35.4,0.0,52.1
2026-01-16,R07,1,2,1,0,0,20.4,7.9,100.0
2026-01-19,R07,3,3,3,0,0,27.1,0.0,66.4
2026-01-20,R07,4,5,4,0,0,51.1,1.1,93.9
2026-01-21,R07,3,3,3,0,0,24.3,0.0,62.1
2026-01-22,R07,4,4,4,0,0,43.5,0.0,80.0
2026-01-23,R07,2,2,2,0,0,20.3,0.0,74.6
2026-01-26,R07,3,2,3,0,1,24.4,0.0,59.8
2026-01-27,R07,4,5,4,1,0,57.2,0.0,84.1
2026-01-28,R07,3,2,3,0,1,13.5,0.0,33.1
2026-01-29,R07,4,4,4,0,0,45.4,0.0,83.5
2026-01-30,R07,2,3,2,0,0,29.2,4.2,100.0
2026-02-02,R07,2,3,2,0,0,29.2,8.4,100.0
2026-02-03,R07,4,6,4,1,0,55.3,1.1,93.6
2026-02-04,R07,2,2,2,0,0,19.1,0.0,74.2
2026-02-05,R07,4,5,4,0,0,53.6,3.6,98.5
2026-02-06,R07,2,2,2,0,0,21.2,0.0,91.0
2026-02-09,R07,3,3,3,0,0,28.7,0.0,70.3
2026-02-10,R07,6,5,6,0,1,55.8,0.0,68.4
2026-02-11,R07,2,2,2,0,0,24.4,0.0,89.7
2026-02-12,R07,5,5,5,0,0,61.9,0.0,91.0
2026-02-13,R07,1,2,1,1,0,17.9,0.0,65.8
2026-02-16,R07,3,2,3,0,1,16.0,0.0,39.2
2026-02-17,R07,6,5,6,0,1,53.6,0.0,65.7
2026-02-18,R07,3,2,3,0,1,19.6,0.0,48.0
2026-02-19,R07,5,3,5,0,2,33.5,0.0,49.3
2026-02-20,R07,1,2,1,1,0,22.8,0.0,83.8
2026-02-23,R07,3,2,3,0,1,24.6,0.0,60.3
2026-02-24,R07,5,4,5,0,1,42.8,0.0,62.9
2026-02-25,R07,2,2,2,0,0,22.2,0.0,81.6
2026-02-26,R07,4,5,4,0,0,61.1,11.1,100.0
2026-02-27,R07,2,3,2,1,0,19.1,0.0,73.9
2026-03-02,R07,3,3,3,0,0,31.8,0.0,77.9
2026-03-03,R07,4,5,4,1,0,59.0,0.0,86.8
2026-03-04,R07,3,2,3,0,1,21.6,0.0,52.9
2026-03-05,R07,5,6,5,0,0,66.3,3.7,97.5
2026-03-06,R07,3,3,3,0,0,27.9,0.0,77.5
2026-03-09,R07,3,3,3,0,0,34.7,0.0,85.0
2026-03-10,R07,5,4,5,0,1,39.6,0.0,58.2
2026-03-11,R07,2,3,2,0,0,30.1,5.1,100.0
2026-03-12,R07,5,5,5,0,0,45.3,0.0,74.1
2026-03-13,R07,2,2,2,0,0,17.3,0.0,63.6
2026-03-16,R07,3,3,3,0,0,29.3,0.0,71.8
2026-03-17,R07,4,5,4,0,0,62.5,12.5,100.0
2026-03-18,R07,3,3,3,0,0,22.6,0.0,85.9
2026-03-19,R07,4,6,4,1,0,64.6,2.0,95.0
2026-03-20,R07,2,2,2,0,0,22.9,0.0,91.7
2026-03-23,R07,3,3,3,0,0,25.8,0.0,63.2
2026-03-24,R07,5,4,5,0,1,44.2,0.0,65.0
2026-03-25,R07,2,2,2,0,0,21.2,0.0,77.9
2026-03-26,R07,5,4,5,0,1,39.9,0.0,58.7
2026-03-27,R07,1,2,1,1,0,23.2,0.0,85.3
2026-03-30,R07,3,3,3,0,0,28.9,0.0,70.8
2026-03-31,R07,4,4,4,0,0,48.3,0.0,88.8
2026-04-01,R07,2,2,2,0,0,19.2,0.0,70.6
2026-04-02,R07,4,5,4,1,0,60.6,0.0,89.1
2026-04-07,R07,4,4,4,0,0,49.3,0.0,90.6
2026-04-08,R07,2,2,2,0,0,18.1,0.0,66.5
2026-04-09,R07,4,4,4,0,0,45.6,0.0,83.8
2026-04-10,R07,2,2,2,0,0,24.6,0.0,90.4
2026-04-13,R07,3,2,3,0,1,23.3,0.0,57.1
2026-04-14,R07,4,6,4,2,0,67.6,0.0,82.8
2026-04-15,R07,3,2,3,0,1,21.0,0.0,51.5
2026-04-16,R07,4,5,4,0,0,53.4,3.4,98.2
2026-04-17,R07,1,2,1,1,0,19.2,0.0,82.9
2026-04-20,R07,2,3,2,0,0,25.3,0.3,93.0
2026-04-21,R07,5,5,5,0,0,53.6,0.0,79.2
2026-04-22,R07,2,2,2,0,0,21.2,0.0,77.9
2026-04-23,R07,5,3,5,0,2,29.8,0.0,43.8
2026-04-24,R07,2,3,2,0,0,26.1,1.1,96.0
2026-04-27,R07,4,3,4,0,1,26.0,0.0,47.8
2026-04-28,R07,5,5,5,0,0,52.9,0.0,77.8
2026-04-29,R07,2,2,2,0,0,21.9,0.0,80.5
2026-04-30,R07,4,5,4,0,0,60.7,10.7,100.0
2026-05-04,R07,4,4,4,0,0,29.3,0.0,53.9
2026-05-05,R07,5,5,5,0,0,54.8,0.0,80.6
2026-05-06,R07,2,2,2,0,0,21.3,0.0,78.3
2026-05-07,R07,5,5,5,0,0,52.9,0.0,77.8
2026-05-08,R07,2,2,2,0,0,20.0,0.0,73.5
2026-05-11,R07,4,3,4,0,1,28.8,0.0,52.9
2026-05-12,R07,5,5,5,0,0,60.2,0.0,88.5
2026-05-13,R07,2,3,2,0,0,32.2,7.2,100.0
2026-05-15,R07,2,3,2,0,0,22.8,5.0,83.8
2026-05-18,R07,4,3,4,0,1,26.8,0.0,49.3
2026-05-19,R07,4,4,4,0,0,48.6,0.0,89.3
2026-05-20,R07,2,3,2,0,0,25.8,0.8,94.9
2026-05-21,R07,5,5,5,0,0,56.6,0.0,84.4
2026-05-22,R07,2,3,2,1,0,36.3,0.0,89.0
